filename,width,height,class,xmin,ymin,xmax,ymax
Bluesteak cleaner wrasse_406.jpg,600,1067,Bluesteak cleaner wrasse,316,494,466,551
Bluesteak cleaner wrasse_407.jpg,600,1067,Bluesteak cleaner wrasse,243,425,434,531
Bluesteak cleaner wrasse_408.jpg,600,1067,Bluesteak cleaner wrasse,227,418,400,499
Bluesteak cleaner wrasse_409.jpg,600,1067,Bluesteak cleaner wrasse,208,420,369,486
Bluesteak cleaner wrasse_410.jpg,600,1067,Bluesteak cleaner wrasse,202,417,352,494
Bluesteak cleaner wrasse_411.jpg,600,1067,Bluesteak cleaner wrasse,195,418,358,501
Bluesteak cleaner wrasse_412.jpg,600,1067,Bluesteak cleaner wrasse,203,410,352,478
Bluesteak cleaner wrasse_413.jpg,600,1067,Bluesteak cleaner wrasse,195,404,347,476
Bluesteak cleaner wrasse_414.jpg,600,1067,Bluesteak cleaner wrasse,187,409,337,472
Bluesteak cleaner wrasse_415.jpg,600,1067,Bluesteak cleaner wrasse,195,414,360,464
Bluesteak cleaner wrasse_416.jpg,600,1067,Bluesteak cleaner wrasse,218,410,355,472
Bluesteak cleaner wrasse_417.jpg,600,1067,Bluesteak cleaner wrasse,239,410,358,481
Bluesteak cleaner wrasse_418.jpg,600,1067,Bluesteak cleaner wrasse,258,420,364,497
Bluesteak cleaner wrasse_419.jpg,600,1067,Bluesteak cleaner wrasse,248,410,348,515
Bluesteak cleaner wrasse_420.jpg,600,1067,Bluesteak cleaner wrasse,229,383,348,496
Bluesteak cleaner wrasse_421.jpg,600,1067,Bluesteak cleaner wrasse,219,378,352,489
Bluesteak cleaner wrasse_422.jpg,600,1067,Bluesteak cleaner wrasse,235,384,360,459
Bluesteak cleaner wrasse_423.jpg,600,1067,Bluesteak cleaner wrasse,239,383,361,451
Bluesteak cleaner wrasse_424.jpg,600,1067,Bluesteak cleaner wrasse,250,386,358,446
Bluesteak cleaner wrasse_425.jpg,600,1067,Bluesteak cleaner wrasse,255,381,342,472
Bluesteak cleaner wrasse_426.jpg,600,1067,Bluesteak cleaner wrasse,232,401,355,515
Bluesteak cleaner wrasse_427.jpg,600,1067,Bluesteak cleaner wrasse,229,401,356,541
Bluesteak cleaner wrasse_428.jpg,600,1067,Bluesteak cleaner wrasse,353,460,460,628
Bluesteak cleaner wrasse_429.jpg,600,1067,Bluesteak cleaner wrasse,335,452,461,607
Bluesteak cleaner wrasse_430.jpg,600,1067,Bluesteak cleaner wrasse,314,454,447,604
Bluesteak cleaner wrasse_431.jpg,600,1067,Bluesteak cleaner wrasse,298,436,440,591
Bluesteak cleaner wrasse_432.jpg,600,1067,Bluesteak cleaner wrasse,172,362,306,444
Bluesteak cleaner wrasse_433.jpg,600,1067,Bluesteak cleaner wrasse,161,372,313,434
Bluesteak cleaner wrasse_434.jpg,600,1067,Bluesteak cleaner wrasse,177,375,314,446
Bluesteak cleaner wrasse_435.jpg,600,1067,Bluesteak cleaner wrasse,177,375,314,455
Bluesteak cleaner wrasse_436.jpg,600,1067,Bluesteak cleaner wrasse,174,381,322,459
Bluesteak cleaner wrasse_437.jpg,600,1067,Bluesteak cleaner wrasse,168,399,314,436
Bluesteak cleaner wrasse_438.jpg,600,1067,Bluesteak cleaner wrasse,168,389,300,439
Bluesteak cleaner wrasse_439.jpg,600,1067,Bluesteak cleaner wrasse,176,388,310,441
Bluesteak cleaner wrasse_440.jpg,600,1067,Bluesteak cleaner wrasse,161,386,303,434
Bluesteak cleaner wrasse_441.jpg,600,1067,Bluesteak cleaner wrasse,161,389,297,444
Bluesteak cleaner wrasse_442.jpg,600,1067,Bluesteak cleaner wrasse,161,391,297,449
Bluesteak cleaner wrasse_443.jpg,600,1067,Bluesteak cleaner wrasse,155,393,298,452
Bluesteak cleaner wrasse_444.jpg,600,1067,Bluesteak cleaner wrasse,169,404,285,467
Bluesteak cleaner wrasse_445.jpg,600,1067,Bluesteak cleaner wrasse,158,418,263,460
Bluesteak cleaner wrasse_446.jpg,600,1067,Bluesteak cleaner wrasse,155,423,266,473
Bluesteak cleaner wrasse_447.jpg,600,1067,Bluesteak cleaner wrasse,161,431,263,480
Bluesteak cleaner wrasse_448.jpg,600,1067,Bluesteak cleaner wrasse,171,434,284,488
Bluesteak cleaner wrasse_449.jpg,600,1067,Bluesteak cleaner wrasse,166,426,302,480
Bluesteak cleaner wrasse_450.jpg,600,1067,Bluesteak cleaner wrasse,181,420,329,484
Bluesteak cleaner wrasse_451.jpg,600,1067,Bluesteak cleaner wrasse,208,422,360,480
Bluesteak cleaner wrasse_452.jpg,600,1067,Bluesteak cleaner wrasse,231,410,385,478
Bluesteak cleaner wrasse_453.jpg,600,1067,Bluesteak cleaner wrasse,231,401,395,470
Bluesteak cleaner wrasse_454.jpg,600,1067,Bluesteak cleaner wrasse,239,399,406,464
Bluesteak cleaner wrasse_455.jpg,600,1067,Bluesteak cleaner wrasse,235,397,405,457
Bluesteak cleaner wrasse_456.jpg,600,1067,Bluesteak cleaner wrasse,231,394,408,459
Bluesteak cleaner wrasse_457.jpg,600,1067,Bluesteak cleaner wrasse,221,396,389,462
Bluesteak cleaner wrasse_458.jpg,600,1067,Bluesteak cleaner wrasse,211,397,387,462
Bluesteak cleaner wrasse_459.jpg,600,1067,Bluesteak cleaner wrasse,205,405,372,475
Bluesteak cleaner wrasse_460.jpg,600,1067,Bluesteak cleaner wrasse,202,418,358,481
Bluesteak cleaner wrasse_461.jpg,600,1067,Bluesteak cleaner wrasse,198,430,355,494
Bluesteak cleaner wrasse_462.jpg,600,1067,Bluesteak cleaner wrasse,203,434,345,504
Bluesteak cleaner wrasse_463.jpg,600,1067,Bluesteak cleaner wrasse,187,422,334,499
Bluesteak cleaner wrasse_464.jpg,600,1067,Bluesteak cleaner wrasse,182,412,322,501
Bluesteak cleaner wrasse_465.jpg,600,1067,Bluesteak cleaner wrasse,176,418,303,520
Bluesteak cleaner wrasse_466.jpg,600,1067,Bluesteak cleaner wrasse,171,422,281,526
Bluesteak cleaner wrasse_467.jpg,600,1067,Bluesteak cleaner wrasse,166,420,281,525
Bluesteak cleaner wrasse_468.jpg,600,1067,Bluesteak cleaner wrasse,185,417,284,549
Bluesteak cleaner wrasse_469.jpg,600,1067,Bluesteak cleaner wrasse,195,428,274,554
Bluesteak cleaner wrasse_470.jpg,600,1067,Bluesteak cleaner wrasse,222,438,310,554
Bluesteak cleaner wrasse_471.jpg,600,1067,Bluesteak cleaner wrasse,239,457,337,562
Bluesteak cleaner wrasse_472.jpg,600,1067,Bluesteak cleaner wrasse,263,467,363,551
Bluesteak cleaner wrasse_473.jpg,600,1067,Bluesteak cleaner wrasse,289,468,405,546
Bluesteak cleaner wrasse_474.jpg,600,1067,Bluesteak cleaner wrasse,287,457,419,533
Bluesteak cleaner wrasse_475.jpg,600,1067,Bluesteak cleaner wrasse,292,452,422,523
Bluesteak cleaner wrasse_476.jpg,600,1067,Bluesteak cleaner wrasse,281,449,419,507
Bluesteak cleaner wrasse_477.jpg,600,1067,Bluesteak cleaner wrasse,272,434,426,502
Bluesteak cleaner wrasse_478.jpg,600,1067,Bluesteak cleaner wrasse,263,418,427,483
Bluesteak cleaner wrasse_479.jpg,600,1067,Bluesteak cleaner wrasse,248,409,418,473
Bluesteak cleaner wrasse_480.jpg,600,1067,Bluesteak cleaner wrasse,260,399,403,447
Bluesteak cleaner wrasse_481.jpg,600,1067,Bluesteak cleaner wrasse,255,391,403,436
Bluesteak cleaner wrasse_482.jpg,600,1067,Bluesteak cleaner wrasse,252,380,405,430
Bluesteak cleaner wrasse_483.jpg,600,1067,Bluesteak cleaner wrasse,260,373,414,420
Bluesteak cleaner wrasse_484.jpg,600,1067,Bluesteak cleaner wrasse,256,360,406,426
Bluesteak cleaner wrasse_485.jpg,600,1067,Bluesteak cleaner wrasse,261,349,400,425
Bluesteak cleaner wrasse_486.jpg,600,1067,Bluesteak cleaner wrasse,264,341,411,409
Bluesteak cleaner wrasse_487.jpg,600,1067,Bluesteak cleaner wrasse,256,333,384,401
Bluesteak cleaner wrasse_488.jpg,600,1067,Bluesteak cleaner wrasse,255,341,368,412
Bluesteak cleaner wrasse_489.jpg,600,1067,Bluesteak cleaner wrasse,239,341,363,405
Bluesteak cleaner wrasse_490.jpg,600,1067,Bluesteak cleaner wrasse,227,344,350,420
Bluesteak cleaner wrasse_491.jpg,600,1067,Bluesteak cleaner wrasse,222,325,322,410
Bluesteak cleaner wrasse_492.jpg,600,1067,Bluesteak cleaner wrasse,210,309,314,402
Bluesteak cleaner wrasse_493.jpg,600,1067,Bluesteak cleaner wrasse,210,296,302,405
Bluesteak cleaner wrasse_494.jpg,600,1067,Bluesteak cleaner wrasse,193,284,287,402
Bluesteak cleaner wrasse_495.jpg,600,1067,Bluesteak cleaner wrasse,213,283,269,415
Bluesteak cleaner wrasse_496.jpg,600,1067,Bluesteak cleaner wrasse,197,286,281,415
Bluesteak cleaner wrasse_497.jpg,600,1067,Bluesteak cleaner wrasse,187,288,293,412
Bluesteak cleaner wrasse_498.jpg,600,1067,Bluesteak cleaner wrasse,189,291,318,407
Bluesteak cleaner wrasse_499.jpg,600,1067,Bluesteak cleaner wrasse,206,293,332,404
Bluesteak cleaner wrasse_500.jpg,600,1067,Bluesteak cleaner wrasse,216,309,360,396
Bluesteak cleaner wrasse_501.jpg,800,533,Bluesteak cleaner wrasse,142,240,700,429
Bluesteak cleaner wrasse_502.jpg,900,600,Bluesteak cleaner wrasse,108,185,852,440
Bluesteak cleaner wrasse_503.jpg,900,600,Bluesteak cleaner wrasse,41,163,709,370
Bluesteak cleaner wrasse_504.jpg,950,600,Bluesteak cleaner wrasse,99,171,871,377
Bluesteak cleaner wrasse_505.jpg,900,600,Bluesteak cleaner wrasse,104,181,766,434
Bluesteak cleaner wrasse_506.jpg,900,600,Bluesteak cleaner wrasse,108,95,804,360
Bluesteak cleaner wrasse_507.jpg,900,600,Bluesteak cleaner wrasse,165,203,752,404
Bluesteak cleaner wrasse_508.jpg,900,600,Bluesteak cleaner wrasse,110,122,831,464
Bluesteak cleaner wrasse_509.jpg,898,600,Bluesteak cleaner wrasse,81,94,816,516
Bluesteak cleaner wrasse_510.jpg,901,600,Bluesteak cleaner wrasse,51,191,837,402
Bluesteak cleaner wrasse_511.jpg,878,600,Bluesteak cleaner wrasse,142,197,800,322
Bluesteak cleaner wrasse_512.jpg,268,188,Bluesteak cleaner wrasse,4,60,182,144
Bluesteak cleaner wrasse_513.jpg,262,192,Bluesteak cleaner wrasse,38,76,191,140
Bluesteak cleaner wrasse_514.jpg,275,183,Bluesteak cleaner wrasse,30,56,259,139
Bluesteak cleaner wrasse_515.jpg,259,194,Bluesteak cleaner wrasse,12,20,200,162
Bluesteak cleaner wrasse_516.jpg,267,189,Bluesteak cleaner wrasse,80,60,225,135
Bluesteak cleaner wrasse_517.jpg,275,183,Bluesteak cleaner wrasse,54,51,199,113
Bluesteak cleaner wrasse_518.jpg,259,194,Bluesteak cleaner wrasse,60,71,186,142
Bluesteak cleaner wrasse_519.jpg,200,150,Bluesteak cleaner wrasse,16,48,166,121
Bluesteak cleaner wrasse_520.jpg,235,214,Bluesteak cleaner wrasse,15,77,226,140
Bluesteak cleaner wrasse_521.jpg,259,194,Bluesteak cleaner wrasse,45,66,220,144
Bluesteak cleaner wrasse_522.jpg,275,183,Bluesteak cleaner wrasse,47,51,161,134
Bluesteak cleaner wrasse_523.jpg,224,224,Bluesteak cleaner wrasse,4,67,224,160
Bluesteak cleaner wrasse_524.jpg,260,194,Bluesteak cleaner wrasse,14,72,243,120
Bluesteak cleaner wrasse_525.jpg,263,192,Bluesteak cleaner wrasse,35,46,215,88
Bluesteak cleaner wrasse_525.jpg,263,192,Bluesteak cleaner wrasse,46,98,187,131
Bluesteak cleaner wrasse_526.jpg,259,194,Bluesteak cleaner wrasse,59,34,149,78
Bluesteak cleaner wrasse_527.jpg,265,190,Bluesteak cleaner wrasse,24,83,262,158
Bluesteak cleaner wrasse_528.jpg,275,183,Bluesteak cleaner wrasse,102,73,171,114
Bluesteak cleaner wrasse_529.jpg,235,214,Bluesteak cleaner wrasse,18,81,225,139
Bluesteak cleaner wrasse_530.jpg,259,194,Bluesteak cleaner wrasse,51,51,174,178
Bluesteak cleaner wrasse_530.jpg,259,194,Bluesteak cleaner wrasse,73,5,141,90
Bluesteak cleaner wrasse_531.jpg,260,194,Bluesteak cleaner wrasse,9,88,166,144
Bluesteak cleaner wrasse_532.jpg,285,177,Bluesteak cleaner wrasse,8,42,283,135
Bluesteak cleaner wrasse_533.jpg,259,194,Bluesteak cleaner wrasse,19,82,244,125
Bluesteak cleaner wrasse_534.jpg,306,164,Bluesteak cleaner wrasse,29,31,283,136
Bluesteak cleaner wrasse_535.jpg,255,198,Bluesteak cleaner wrasse,42,53,219,147
Bluesteak cleaner wrasse_536.jpg,262,192,Bluesteak cleaner wrasse,16,31,239,164
Bluesteak cleaner wrasse_537.jpg,243,208,Bluesteak cleaner wrasse,13,18,209,194
Bluesteak cleaner wrasse_538.jpg,261,193,Bluesteak cleaner wrasse,47,56,154,114
Bluesteak cleaner wrasse_539.jpg,261,193,Bluesteak cleaner wrasse,77,71,184,146
Bluesteak cleaner wrasse_540.jpg,299,168,Bluesteak cleaner wrasse,11,31,173,129
Bluesteak cleaner wrasse_541.jpg,250,201,Bluesteak cleaner wrasse,63,63,183,129
Bluesteak cleaner wrasse_542.jpg,321,157,Bluesteak cleaner wrasse,97,70,200,127
Bluesteak cleaner wrasse_543.jpg,251,201,Bluesteak cleaner wrasse,33,49,235,165
Bluesteak cleaner wrasse_544.jpg,275,183,Bluesteak cleaner wrasse,107,81,195,126
Bluesteak cleaner wrasse_545.jpg,260,194,Bluesteak cleaner wrasse,24,59,247,141
Bluesteak cleaner wrasse_546.jpg,225,225,Bluesteak cleaner wrasse,10,64,215,171
Bluesteak cleaner wrasse_547.jpg,275,183,Bluesteak cleaner wrasse,22,51,249,133
Bluesteak cleaner wrasse_548.jpg,300,168,Bluesteak cleaner wrasse,114,54,168,82
Bluesteak cleaner wrasse_548.jpg,300,168,Bluesteak cleaner wrasse,111,11,173,37
Bluesteak cleaner wrasse_549.jpg,225,224,Bluesteak cleaner wrasse,16,75,215,157
Bluesteak cleaner wrasse_550.jpg,289,174,Bluesteak cleaner wrasse,20,56,233,113
Bluesteak cleaner wrasse_551.jpg,259,195,Bluesteak cleaner wrasse,84,84,184,123
Bluesteak cleaner wrasse_552.jpg,264,191,Bluesteak cleaner wrasse,35,53,169,162
Bluesteak cleaner wrasse_553.jpg,259,195,Bluesteak cleaner wrasse,38,73,151,107
Bluesteak cleaner wrasse_553.jpg,259,195,Bluesteak cleaner wrasse,131,109,210,160
Bluesteak cleaner wrasse_553.jpg,259,195,Bluesteak cleaner wrasse,132,26,246,94
Bluesteak cleaner wrasse_554.jpg,275,183,Bluesteak cleaner wrasse,70,20,181,126
Bluesteak cleaner wrasse_555.jpg,275,183,Bluesteak cleaner wrasse,78,63,220,126
Bluesteak cleaner wrasse_556.jpg,275,183,Bluesteak cleaner wrasse,18,31,263,154
Bluesteak cleaner wrasse_557.jpg,220,146,Bluesteak cleaner wrasse,28,57,198,122
Bluesteak cleaner wrasse_558.jpg,251,201,Bluesteak cleaner wrasse,35,43,187,153
Bluesteak cleaner wrasse_559.jpg,275,183,Bluesteak cleaner wrasse,84,37,184,160
Bluesteak cleaner wrasse_560.jpg,276,183,Bluesteak cleaner wrasse,53,40,227,175
Bluesteak cleaner wrasse_561.jpg,314,160,Bluesteak cleaner wrasse,25,37,282,119
Bluesteak cleaner wrasse_562.jpg,183,183,Bluesteak cleaner wrasse,13,46,171,123
Bluesteak cleaner wrasse_563.jpg,275,183,Bluesteak cleaner wrasse,48,12,245,140
Bluesteak cleaner wrasse_564.jpg,275,183,Bluesteak cleaner wrasse,76,64,237,163
Bluesteak cleaner wrasse_564.jpg,275,183,Bluesteak cleaner wrasse,33,39,154,100
Bluesteak cleaner wrasse_565.jpg,259,194,Bluesteak cleaner wrasse,11,44,226,123
Bluesteak cleaner wrasse_566.jpg,259,194,Bluesteak cleaner wrasse,39,54,176,111
Bluesteak cleaner wrasse_567.jpg,225,225,Bluesteak cleaner wrasse,53,80,173,156
Bluesteak cleaner wrasse_568.jpg,241,209,Bluesteak cleaner wrasse,86,67,148,131
Bluesteak cleaner wrasse_569.jpg,279,181,Bluesteak cleaner wrasse,46,34,215,119
Bluesteak cleaner wrasse_570.jpg,286,176,Bluesteak cleaner wrasse,24,46,280,148
Bluesteak cleaner wrasse_571.jpg,200,185,Bluesteak cleaner wrasse,22,46,190,93
Bluesteak cleaner wrasse_572.jpg,269,187,Bluesteak cleaner wrasse,26,49,218,142
Bluesteak cleaner wrasse_573.jpg,290,174,Bluesteak cleaner wrasse,124,64,200,91
Bluesteak cleaner wrasse_573.jpg,290,174,Bluesteak cleaner wrasse,77,14,120,112
Bluesteak cleaner wrasse_574.jpg,275,183,Bluesteak cleaner wrasse,73,44,173,144
Bluesteak cleaner wrasse_575.jpg,276,183,Bluesteak cleaner wrasse,52,49,239,136
Bluesteak cleaner wrasse_576.jpg,259,194,Bluesteak cleaner wrasse,9,49,144,134
Bluesteak cleaner wrasse_577.jpg,301,167,Bluesteak cleaner wrasse,46,25,161,160
Bluesteak cleaner wrasse_578.jpg,275,183,Bluesteak cleaner wrasse,92,69,209,102
Bluesteak cleaner wrasse_579.jpg,300,168,Bluesteak cleaner wrasse,135,54,180,100
Bluesteak cleaner wrasse_580.jpg,259,194,Bluesteak cleaner wrasse,7,56,202,156
Bluesteak cleaner wrasse_581.jpg,240,180,Bluesteak cleaner wrasse,36,67,216,105
Bluesteak cleaner wrasse_582.jpg,279,181,Bluesteak cleaner wrasse,43,28,241,137
Bluesteak cleaner wrasse_583.jpg,275,183,Bluesteak cleaner wrasse,68,78,182,115
Bluesteak cleaner wrasse_584.jpg,275,183,Bluesteak cleaner wrasse,102,46,177,110
Bluesteak cleaner wrasse_585.jpg,279,180,Bluesteak cleaner wrasse,12,52,271,126
Bluesteak cleaner wrasse_586.jpg,275,183,Bluesteak cleaner wrasse,31,142,115,167
Bluesteak cleaner wrasse_586.jpg,275,183,Bluesteak cleaner wrasse,133,54,177,87
Bluesteak cleaner wrasse_587.jpg,262,192,Bluesteak cleaner wrasse,103,41,151,99
Bluesteak cleaner wrasse_588.jpg,200,133,Bluesteak cleaner wrasse,78,53,131,93
Bluesteak cleaner wrasse_588.jpg,200,133,Bluesteak cleaner wrasse,3,15,27,46
Bluesteak cleaner wrasse_589.jpg,271,186,Bluesteak cleaner wrasse,32,52,261,146
Bluesteak cleaner wrasse_590.jpg,260,194,Bluesteak cleaner wrasse,14,73,246,120
Bluesteak cleaner wrasse_591.jpg,275,183,Bluesteak cleaner wrasse,43,66,227,141
Bluesteak cleaner wrasse_592.jpg,275,183,Bluesteak cleaner wrasse,56,21,251,160
Bluesteak cleaner wrasse_593.jpg,274,184,Bluesteak cleaner wrasse,30,32,247,168
Bluesteak cleaner wrasse_594.jpg,275,183,Bluesteak cleaner wrasse,59,70,156,98
Bluesteak cleaner wrasse_595.jpg,225,225,Bluesteak cleaner wrasse,13,84,215,139
Bluesteak cleaner wrasse_596.jpg,283,178,Bluesteak cleaner wrasse,28,52,260,112
Bluesteak cleaner wrasse_597.jpg,260,194,Bluesteak cleaner wrasse,42,20,241,177
Bluesteak cleaner wrasse_598.jpg,275,183,Bluesteak cleaner wrasse,30,48,237,132
Bluesteak cleaner wrasse_599.jpg,276,183,Bluesteak cleaner wrasse,15,1,223,160
Bluesteak cleaner wrasse_600.jpg,274,184,Bluesteak cleaner wrasse,43,75,205,178
Bluesteak cleaner wrasse_601.jpg,263,192,Bluesteak cleaner wrasse,48,54,233,146
Bluesteak cleaner wrasse_602.jpg,275,183,Bluesteak cleaner wrasse,46,48,161,138
Bluesteak cleaner wrasse_603.jpg,225,225,Bluesteak cleaner wrasse,5,77,218,184
Bluesteak cleaner wrasse_604.JPG,800,600,Bluesteak cleaner wrasse,415,263,519,330
Bluesteak cleaner wrasse_605.JPG,800,600,Bluesteak cleaner wrasse,413,262,538,310
Bluesteak cleaner wrasse_606.JPG,600,450,Bluesteak cleaner wrasse,191,209,270,238
Bluesteak cleaner wrasse_607.JPG,800,600,Bluesteak cleaner wrasse,317,227,406,264
Bluesteak cleaner wrasse_608.JPG,800,600,Bluesteak cleaner wrasse,320,219,410,306
Bluesteak cleaner wrasse_609.JPG,800,600,Bluesteak cleaner wrasse,481,298,660,413
Bluesteak cleaner wrasse_610.JPG,800,600,Bluesteak cleaner wrasse,399,99,540,183
Bluesteak cleaner wrasse_611.JPG,800,600,Bluesteak cleaner wrasse,398,104,513,147
Bluesteak cleaner wrasse_612.JPG,800,600,Bluesteak cleaner wrasse,326,280,448,338
Bluesteak cleaner wrasse_613.JPG,800,600,Bluesteak cleaner wrasse,282,296,399,338
Bluesteak cleaner wrasse_614.JPG,800,600,Bluesteak cleaner wrasse,220,269,318,317
Bluesteak cleaner wrasse_615.JPG,800,600,Bluesteak cleaner wrasse,88,195,271,258
Bluesteak cleaner wrasse_616.JPG,800,600,Bluesteak cleaner wrasse,134,420,255,484
Bluesteak cleaner wrasse_617.JPG,800,600,Bluesteak cleaner wrasse,338,208,416,236
Bluesteak cleaner wrasse_618.JPG,800,600,Bluesteak cleaner wrasse,24,72,159,104
Bluesteak cleaner wrasse_619.JPG,800,600,Bluesteak cleaner wrasse,392,214,483,246
Bluesteak cleaner wrasse_620.JPG,800,600,Bluesteak cleaner wrasse,366,240,477,316
Bluesteak cleaner wrasse_621.JPG,800,600,Bluesteak cleaner wrasse,427,291,541,361
Bluesteak cleaner wrasse_622.JPG,800,600,Bluesteak cleaner wrasse,502,332,600,405
Bluesteak cleaner wrasse_623.JPG,800,600,Bluesteak cleaner wrasse,569,392,677,459
Bluesteak cleaner wrasse_624.JPG,800,600,Bluesteak cleaner wrasse,627,440,752,518
Bluesteak cleaner wrasse_625.JPG,800,600,Bluesteak cleaner wrasse,481,374,577,440
Bluesteak cleaner wrasse_626.JPG,800,600,Bluesteak cleaner wrasse,517,420,612,474
Bluesteak cleaner wrasse_627.JPG,800,600,Bluesteak cleaner wrasse,317,261,455,309
Bluesteak cleaner wrasse_628.JPG,800,600,Bluesteak cleaner wrasse,247,273,375,311
Bluesteak cleaner wrasse_629.JPG,800,600,Bluesteak cleaner wrasse,277,291,377,376
Bluesteak cleaner wrasse_630.JPG,800,600,Bluesteak cleaner wrasse,237,350,332,424
Bluesteak cleaner wrasse_631.JPG,800,600,Bluesteak cleaner wrasse,246,363,319,424
Bluesteak cleaner wrasse_632.JPG,800,600,Bluesteak cleaner wrasse,351,344,467,396
Bluesteak cleaner wrasse_633.JPG,800,600,Bluesteak cleaner wrasse,387,393,478,456
Bluesteak cleaner wrasse_634.JPG,800,600,Bluesteak cleaner wrasse,543,239,619,296
Bluesteak cleaner wrasse_635.JPG,800,600,Bluesteak cleaner wrasse,253,285,341,314
Bluesteak cleaner wrasse_636.JPG,800,600,Bluesteak cleaner wrasse,449,197,515,263
Bluesteak cleaner wrasse_637.JPG,1067,600,Bluesteak cleaner wrasse,460,206,579,241
Bluesteak cleaner wrasse_638.JPG,800,600,Bluesteak cleaner wrasse,385,314,507,394
Bluesteak cleaner wrasse_639.JPG,800,600,Bluesteak cleaner wrasse,362,358,489,447
Bluesteak cleaner wrasse_640.JPG,800,600,Bluesteak cleaner wrasse,390,405,492,466
Bluesteak cleaner wrasse_641.JPG,800,600,Bluesteak cleaner wrasse,30,68,148,109
Bluesteak cleaner wrasse_642.JPG,800,600,Bluesteak cleaner wrasse,344,337,441,390
Bluesteak cleaner wrasse_643.JPG,800,600,Bluesteak cleaner wrasse,342,205,411,236
Bluesteak cleaner wrasse_644.JPG,800,600,Bluesteak cleaner wrasse,348,159,475,215
Bluesteak cleaner wrasse_645.JPG,800,600,Bluesteak cleaner wrasse,449,204,510,254
Bluesteak cleaner wrasse_646.JPG,800,600,Bluesteak cleaner wrasse,597,387,684,443
Bluesteak cleaner wrasse_647.jpg,1067,600,Bluesteak cleaner wrasse,767,227,871,306
Bluesteak cleaner wrasse_648.jpg,1067,600,Bluesteak cleaner wrasse,251,202,492,316
Bluesteak cleaner wrasse_649.jpg,1067,600,Bluesteak cleaner wrasse,263,259,560,361
Bluesteak cleaner wrasse_650.jpg,1067,600,Bluesteak cleaner wrasse,346,370,570,510
Bluesteak cleaner wrasse_651.jpg,1067,600,Bluesteak cleaner wrasse,241,348,591,456
Bluesteak cleaner wrasse_652.jpg,1067,600,Bluesteak cleaner wrasse,492,110,647,227
Bluesteak cleaner wrasse_653.jpg,1067,600,Bluesteak cleaner wrasse,491,112,650,223
Bluesteak cleaner wrasse_654.jpg,1067,600,Bluesteak cleaner wrasse,344,216,509,343
Bluesteak cleaner wrasse_655.jpg,1067,600,Bluesteak cleaner wrasse,432,240,630,330
Bluesteak cleaner wrasse_656.jpg,1067,600,Bluesteak cleaner wrasse,571,216,771,291
Bluesteak cleaner wrasse_657.jpg,1067,600,Bluesteak cleaner wrasse,669,186,952,275
Bluesteak cleaner wrasse_658.jpg,1067,600,Bluesteak cleaner wrasse,561,186,857,257
Bluesteak cleaner wrasse_659.jpg,1067,600,Bluesteak cleaner wrasse,578,299,873,395
Bluesteak cleaner wrasse_660.jpg,1067,600,Bluesteak cleaner wrasse,353,370,441,404
Bluesteak cleaner wrasse_661.jpg,1067,600,Bluesteak cleaner wrasse,481,326,602,369
Bluesteak cleaner wrasse_662.jpg,1067,600,Bluesteak cleaner wrasse,598,324,751,365
Bluesteak cleaner wrasse_663.jpg,1067,600,Bluesteak cleaner wrasse,687,286,808,391
Bluesteak cleaner wrasse_664.jpg,1067,600,Bluesteak cleaner wrasse,694,287,830,333
Bluesteak cleaner wrasse_665.jpg,1067,600,Bluesteak cleaner wrasse,21,93,180,153
Bluesteak cleaner wrasse_666.jpg,1067,600,Bluesteak cleaner wrasse,495,252,598,297
Bluesteak cleaner wrasse_667.jpg,1067,600,Bluesteak cleaner wrasse,496,249,612,297
Bluesteak cleaner wrasse_668.jpg,1067,600,Bluesteak cleaner wrasse,544,171,587,250
Bluesteak cleaner wrasse_669.jpg,1067,600,Bluesteak cleaner wrasse,521,207,578,264
Bluesteak cleaner wrasse_670.jpg,1067,600,Bluesteak cleaner wrasse,507,187,531,256
Bluesteak cleaner wrasse_671.jpg,1067,600,Bluesteak cleaner wrasse,442,74,494,129
Bluesteak cleaner wrasse_672.jpg,1067,600,Bluesteak cleaner wrasse,384,275,493,330
Bluesteak cleaner wrasse_673.jpg,1067,600,Bluesteak cleaner wrasse,297,131,425,210
Bluesteak cleaner wrasse_674.jpg,1067,600,Bluesteak cleaner wrasse,531,285,673,367
Bluesteak cleaner wrasse_675.jpg,1067,600,Bluesteak cleaner wrasse,443,256,599,348
Bluesteak cleaner wrasse_676.jpg,1067,600,Bluesteak cleaner wrasse,438,333,537,394
Bluesteak cleaner wrasse_677.jpg,1067,600,Bluesteak cleaner wrasse,541,293,653,466
Bluesteak cleaner wrasse_678.jpg,1067,600,Bluesteak cleaner wrasse,447,168,635,224
Bluesteak cleaner wrasse_679.jpg,1067,600,Bluesteak cleaner wrasse,436,102,635,204
Bluesteak cleaner wrasse_680.jpg,1067,600,Bluesteak cleaner wrasse,546,86,698,171
Bluesteak cleaner wrasse_681.jpg,1067,600,Bluesteak cleaner wrasse,638,147,812,202
Bluesteak cleaner wrasse_682.jpg,1067,600,Bluesteak cleaner wrasse,554,170,701,214
Bluesteak cleaner wrasse_683.jpg,1067,600,Bluesteak cleaner wrasse,630,165,788,225
Bluesteak cleaner wrasse_684.jpg,1067,600,Bluesteak cleaner wrasse,425,192,658,301
